1000.1	45
1000.1	276
1000.1	364
1000.1	1128
1000.1	1451
1000.1	1631
1000.1	1721
1000.1	1993
1000.1	2419
1000.1	2887
1000.1	3385
1000.1	3476
1000.1	3532
1000.1	4168
1000.1	4532
1000.1	4664
1000.1	5489
1000.1	6236
1000.1	6359
1000.1	6914
1000.1	7585
1000.1	8078
1000.1	8345
1000.1	8352
1000.1	9512
1000.1	10060
1000.1	10129
1000.1	10448
1000.1	10484
1000.1	10733
1000.1	11730
1000.1	11856
1000.1	11918
1000.1	11961
1000.1	12332
1000.2	53
1000.2	640
1000.2	910
1000.2	1110
1000.2	1249
1000.2	1774
1000.2	2095
1000.2	3313
1000.2	3512
1000.2	3659
1000.2	3688
1000.2	4419
1000.2	4811
1000.2	5152
1000.2	5214
1000.2	5445
1000.2	5961
1000.2	6173
1000.2	6764
1000.2	7275
1000.2	7360
1000.2	7775
1000.2	8803
1000.2	9190
1000.2	9219
1000.2	9299
1000.2	9844
1000.2	9934
1000.2	9999
1000.2	10259
1000.2	10281
1000.2	10613
1000.2	11681
1000.3	22
1000.3	119
1000.3	261
1000.3	1668
1000.3	2142
1000.3	3009
1000.3	3330
1000.3	3458
1000.3	5138
1000.3	5375
1000.3	5944
1000.3	6583
1000.3	6808
1000.3	8083
1000.3	8277
1000.3	8308
1000.3	8575
1000.3	8974
1000.3	9407
1000.3	10089
1000.3	10532
1000.3	10556
1000.3	10922
1000.3	11172
1000.3	12087
1000.3	12305
1000.4	106
1000.4	232
1000.4	777
1000.4	861
1000.4	1022
1000.4	2349
1000.4	2946
1000.4	2982
1000.4	3228
1000.4	3340
1000.4	4041
1000.4	4831
1000.4	4919
1000.4	5082
1000.4	6130
1000.4	6152
1000.4	6261
1000.4	7234
1000.4	7872
1000.4	7900
1000.4	7981
1000.4	8118
1000.4	8289
1000.4	8347
1000.4	8466
1000.4	8638
1000.4	8751
1000.4	8955
1000.4	9274
1000.4	9360
1000.4	9416
1000.4	9653
1000.4	9857
1000.4	9948
1000.4	10264
1000.4	10295
1000.4	10567
1000.4	10968
1000.4	11117
1000.4	11197
1000.4	11309
1000.4	11547
1000.4	11608
1000.4	11644
1000.4	11884
1000.4	12118
1000.4	12471
1000.5	353
1000.5	814
1000.5	831
1000.5	1117
1000.5	1137
1000.5	2128
1000.5	2174
1000.5	2305
1000.5	2435
1000.5	3597
1000.5	3929
1000.5	3959
1000.5	4116
1000.5	4695
1000.5	4718
1000.5	5055
1000.5	5424
1000.5	5697
1000.5	5713
1000.5	5726
1000.5	6448
1000.5	6531
1000.5	6645
1000.5	7330
1000.5	9116
1000.5	9548
1000.5	9892
1000.5	10048
1000.5	10273
1000.5	10289
1000.5	12027
1000.6	275
1000.6	474
1000.6	549
1000.6	599
1000.6	1006
1000.6	1209
1000.6	1362
1000.6	1520
1000.6	1957
1000.6	2374
1000.6	2964
1000.6	3022
1000.6	3070
1000.6	3234
1000.6	3436
1000.6	3574
1000.6	3915
1000.6	4049
1000.6	4065
1000.6	4121
1000.6	4234
1000.6	5466
1000.6	5691
1000.6	5999
1000.6	6337
1000.6	7017
1000.6	7193
1000.6	7339
1000.6	7398
1000.6	8225
1000.6	8262
1000.6	8350
1000.6	8656
1000.6	8739
1000.6	8815
1000.6	8904
1000.6	8939
1000.6	9111
1000.6	9437
1000.6	9671
1000.6	9949
1000.6	10115
1000.6	10140
1000.6	10472
1000.6	10535
1000.6	10563
1000.6	10671
1000.6	11123
1000.6	12055
1000.6	12091
1000.6	12207
1000.6	12237
1000.6	12346
1000.6	12379
1000.7	64
1000.7	579
1000.7	639
1000.7	671
1000.7	957
1000.7	1273
1000.7	1416
1000.7	1553
1000.7	1697
1000.7	1720
1000.7	1818
1000.7	1826
1000.7	1935
1000.7	1953
1000.7	1969
1000.7	2232
1000.7	2240
1000.7	2315
1000.7	2454
1000.7	2861
1000.7	2996
1000.7	3010
1000.7	3698
1000.7	4040
1000.7	4053
1000.7	4300
1000.7	4335
1000.7	4424
1000.7	4456
1000.7	4627
1000.7	4630
1000.7	5608
1000.7	5744
1000.7	5843
1000.7	5933
1000.7	5964
1000.7	6038
1000.7	6143
1000.7	6194
1000.7	6470
1000.7	6539
1000.7	6580
1000.7	6613
1000.7	6627
1000.7	6766
1000.7	6845
1000.7	6890
1000.7	6937
1000.7	7149
1000.7	8002
1000.7	8241
1000.7	8315
1000.7	8446
1000.7	8532
1000.7	8801
1000.7	8877
1000.7	8903
1000.7	8958
1000.7	9035
1000.7	9077
1000.7	9301
1000.7	9842
1000.7	10041
1000.7	10066
1000.7	10139
1000.7	10317
1000.7	10339
1000.7	10498
1000.7	10623
1000.7	10643
1000.7	10715
1000.7	10773
1000.7	10905
1000.7	10906
1000.7	11045
1000.7	11064
1000.7	11113
1000.7	11570
1000.7	11647
1000.7	11725
1000.7	11946
1000.7	11952
1000.7	12163
1000.7	12244
1000.7	12257
1000.7	12352
1000.7	12393
1000.8	19
1000.8	1821
1000.8	1823
1000.8	2156
1000.8	2216
1000.8	2604
1000.8	2670
1000.8	3142
1000.8	4024
1000.8	4573
1000.8	5253
1000.8	5428
1000.8	5487
1000.8	5710
1000.8	6187
1000.8	6274
1000.8	6468
1000.8	6522
1000.8	7039
1000.8	7353
1000.8	7378
1000.8	7535
1000.8	7670
1000.8	7753
1000.8	7906
1000.8	7915
1000.8	8159
1000.8	8947
1000.8	8985
1000.8	9543
1000.8	9662
1000.8	9735
1000.8	10098
1000.8	10131
1000.8	10211
1000.8	10353
1000.8	10388
1000.8	10665
1000.8	10849
1000.8	11783
1000.9	111
1000.9	1938
1000.9	1989
1000.9	2088
1000.9	3030
1000.9	3075
1000.9	3309
1000.9	3445
1000.9	4186
1000.9	4756
1000.9	5287
1000.9	5878
1000.9	6926
1000.9	7342
1000.9	8066
1000.9	8163
1000.9	8236
1000.9	9712
1000.9	10544
1000.9	10681
1000.9	10834
1000.9	11163
1000.9	11251
1000.9	11578
1001	118
1001	433
1001	1983
1001	2155
1001	3086
1001	3721
1001	3728
1001	4164
1001	4484
1001	4508
1001	4671
1001	4868
1001	5541
1001	6018
1001	6894
1001	7354
1001	7448
1001	7560
1001	7707
1001	7925
1001	8349
1001	8594
1001	8902
1001	9010
1001	9682
1001	10204
1001	10311
1001	10787
1001	10986
1001	11050
1001	11099
1001	12275
1001.1	1025
1001.1	1056
1001.1	1222
1001.1	1248
1001.1	2083
1001.1	2381
1001.1	2423
1001.1	2647
1001.1	2803
1001.1	3139
1001.1	3549
1001.1	3571
1001.1	3657
1001.1	3817
1001.1	3951
1001.1	4017
