1000.1	5353
1000.1	6808
1000.2	4969
1000.3	5747
1000.3	7102
1000.4	5347
1000.4	10260
1000.8	4127
1000.8	9049
1000.9	887
1001	111
1001	222
1001	3017
1001	4559
1001	5932
1001	6985
1001	10735
1001.1	5983
1001.2	1541
1001.2	7452
1001.3	3025
1001.4	11732
1001.8	696
1001.8	7965
1002	4014
1002	9278
1002	10485
1002.1	3611
1002.2	8386
1002.3	12324
1002.5	7394
1002.6	2069
1002.6	4817
1002.6	7829
1002.6	10204
1002.9	1875
1003	3470
1003	6475
1003	8128
1003.1	7880
1003.2	3206
1003.4	5104
1003.5	8733
1003.5	11165
1003.7	9508
1003.8	6989
1003.9	1093
1003.9	11632
1004.1	9293
1004.1	9452
1004.2	5596
1004.2	5985
1004.4	1055
1004.5	7615
1004.6	1885
1004.6	10930
1004.7	9469
1004.8	1450
1004.9	9490
1005	1760
1005	10346
1005.1	3366
1005.1	3606
1005.1	9951
1005.1	11686
1005.2	5895
1005.3	1994
1005.3	2662
1005.3	8071
1005.4	6691
1005.4	9650
1005.4	10453
1005.5	335
1005.5	4569
1005.6	615
1006	3292
1006	8182
1006	9016
1006.1	11181
1006.2	425
1006.2	8219
1006.2	8460
1006.2	12186
1006.3	2215
1006.3	8335
1006.4	3121
1006.4	10899
1006.5	6502
1006.6	1166
1006.6	11005
1006.6	12267
1006.7	2086
1006.7	6310
1006.7	6888
1006.8	6582
1006.9	886
1006.9	2599
1007	5623
1007	7789
1007	10610
1007	10693
1007.1	3838
1007.1	8870
1007.1	10942
1007.2	8935
1007.3	8067
1007.4	2354
1007.4	9778
1007.4	10221
1007.4	10319
1007.5	480
1007.6	5952
1007.6	6050
1007.6	7934
1007.6	9976
1007.6	11532
1007.7	2502
1007.7	6437
1007.9	459
1007.9	3248
1007.9	10354
1007.9	12094
1008	561
1008	589
1008	2103
1008	4508
1008	5318
1008	5685
1008	6772
1008.1	3302
1008.1	4743
1008.3	4367
1008.3	5238
1008.3	12254
1008.4	5629
1008.5	628
1008.5	5816
1008.5	6029
1008.5	12078
1008.6	9299
1008.6	12171
1008.7	6764
1008.8	3582
1008.8	6797
1008.8	7904
1008.9	6455
